movie,image,movie_type,annot_group,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,sum,exp_sum,intensity1,intensity2,intensity3,intensity4,intensity5,intensity_mean,intensity_sd
CertifiedCopyAM,copie_35_39243_155.jpg,A,6,0.0,0.0,0.53,0.0,0.31,0.0,0.27,1.75,2.09,2.7,0.01,0.0,0.0,0.0,0.99,0.0,0.36,9.01,0.0414618042113998,5,4,6,3,4,4.4,1.019803902718557
CertifiedCopyAM,copie_37_132265_52.jpg,A,8,2.0,0.0,1.59,0.39,0.11,0.73,0.0,2.69,0.3,0.0,0.0,0.14,1.21,0.0,0.0,0.0,0.0,9.16,0.0350835956729389,2,2,1,2,4,2.2,0.9797958971132712
CertifiedCopyAM,copie_61_64857_156.jpg,A,5,1.41,1.55,0.0,0.83,0.1,1.32,0.0,0.0,0.95,0.55,0.0,0.28,0.35,0.0,1.1,1.22,0.0,9.66,0.0510716148418728,3,3,4,3,7,4.0,1.5491933384829668
CertifiedCopyAM,copie_51_154163_0.jpg,A,10,0.0,0.0,0.0,1.06,0.0,0.61,0.6,1.87,0.0,0.0,2.18,0.58,1.0,0.43,0.21,1.26,0.0,9.8,0.0424452012702656,2,3,3,2,3,2.6,0.4898979485566356
CertifiedCopyAM,copie_50_138920_56.jpg,A,9,0.0,0.76,1.51,0.0,0.0,0.3,0.28,0.33,1.17,2.77,0.0,1.55,0.0,0.0,0.0,0.6,0.61,9.88,0.0532017573734695,2,2,4,3,2,2.6,0.8
CertifiedCopyAM,copie_29_73854_12.jpg,A,8,0.34,0.0,1.64,0.0,0.59,1.62,0.79,1.93,0.78,0.33,1.61,0.0,0.0,0.0,0.0,0.0,0.35,9.98,0.0429971729946777,2,3,1,3,4,2.6,1.019803902718557
CertifiedCopyAM,copie_48_122750_396.jpg,A,1,0.5,0.0,3.34,0.0,0.24,0.0,0.0,0.31,0.22,0.0,1.18,1.86,1.27,1.02,0.0,0.0,0.09,10.03,0.0564828236267427,6,4,2,2,6,4.0,1.7888543819998317
CertifiedCopyAM,copie_40_75331_63.jpg,A,2,0.0,0.0,1.67,0.63,0.55,0.9,0.46,1.96,0.23,0.11,0.2,0.65,0.71,0.0,1.0,1.01,0.0,10.08,0.0420655397056157,2,3,3,2,4,2.8,0.7483314773547882
CertifiedCopyAM,copie_49_19009_68.jpg,A,7,2.47,1.73,1.73,1.72,0.0,0.0,0.0,0.0,0.55,0.88,0.42,0.2,0.53,0.0,0.0,0.0,0.0,10.23,0.0570740618535967,5,4,3,2,3,3.4,1.019803902718557
CertifiedCopyAM,copie_58_72505_15.jpg,A,3,0.0,0.0,0.0,0.0,1.33,1.29,0.26,1.4,1.94,0.19,0.14,1.36,1.12,0.79,0.72,0.0,0.0,10.54,0.0490278094161409,2,3,1,2,2,2.0,0.6324555320336759
CertifiedCopyAM,copie_45_63001_2.jpg,A,8,1.68,1.46,0.76,0.77,0.0,0.0,0.0,0.65,1.0,0.66,0.49,2.2,0.06,0.83,0.0,0.0,0.0,10.560000000000002,0.0536546247150751,2,3,1,2,4,2.4,1.019803902718557
CertifiedCopyAM,copie_52_63201_171.jpg,A,9,1.39,0.69,0.0,0.3,0.63,1.48,0.0,0.35,2.18,1.39,0.0,0.33,0.13,0.58,0.83,0.43,0.0,10.71,0.055633066164619,2,3,4,3,3,3.0,0.6324555320336759
CertifiedCopyAM,copie_37_74000_149.jpg,A,6,1.39,0.89,0.0,0.0,0.0,2.03,0.0,0.0,1.26,1.27,0.0,0.02,0.32,0.6,0.37,0.05,2.51,10.71,0.0595012674761874,3,2,4,2,5,3.2,1.16619037896906
CertifiedCopyAM,copie_26_122385_178.jpg,A,1,0.31,0.78,0.0,0.89,0.0,0.0,0.0,1.68,1.53,0.95,0.0,0.72,0.0,0.0,1.11,1.32,1.66,10.95,0.0492835641189405,3,4,3,3,3,3.2,0.3999999999999999
CertifiedCopyAM,copie_83_126247_439.jpg,A,2,1.51,1.93,1.59,1.81,0.03,0.0,0.0,0.0,0.75,0.0,0.7,1.33,0.33,1.22,0.0,0.0,0.0,11.2,0.0612261626881178,5,4,6,4,5,4.8,0.7483314773547882
CertifiedCopyAM,copie_64_122750_241.jpg,A,10,1.85,0.95,2.54,0.79,0.15,0.0,0.0,0.0,0.41,0.04,1.07,1.01,0.32,0.7,0.72,0.4,0.36,11.31,0.0613218706940487,4,3,3,6,3,3.8,1.16619037896906
CertifiedCopyAM,copie_54_122385_51.jpg,A,8,1.2,0.0,3.56,0.0,0.38,0.5,0.0,1.17,0.33,0.1,1.12,1.0,0.92,0.0,0.0,0.0,1.19,11.47,0.0594239514061912,1,2,4,3,6,3.2,1.7204650534085253
CertifiedCopyAM,copie_63_44909_93.jpg,A,10,0.0,0.0,0.0,0.0,1.19,0.0,0.0,2.35,2.95,2.59,0.0,0.0,0.0,0.0,2.14,0.0,0.33,11.55,0.0553927598962277,6,6,6,6,7,6.2,0.3999999999999999
CertifiedCopyAM,copie_60_37097_149.jpg,A,4,0.73,1.25,0.55,0.0,0.8,0.0,0.0,1.69,2.67,1.21,0.0,0.0,0.19,0.0,2.06,0.55,0.0,11.7,0.0559013851558866,5,3,5,6,3,4.4,1.2
CertifiedCopyAM,copie_57_80513_76.jpg,A,2,1.36,1.98,0.0,0.0,0.0,0.0,0.0,1.78,1.02,1.54,0.02,0.47,1.27,0.12,0.99,1.01,0.17,11.73,0.0536301665541975,1,3,3,2,3,2.4,0.8
CertifiedCopyAM,copie_55_115145_105.jpg,A,1,0.98,2.27,0.0,0.9,0.03,1.06,0.24,0.71,0.54,0.0,0.0,1.64,0.31,0.4,0.63,2.08,0.0,11.790000000000004,0.0607008871639234,5,3,4,2,2,3.2,1.16619037896906
CertifiedCopyAM,copie_56_64553_23.jpg,A,7,1.08,1.15,2.07,1.61,0.0,0.0,0.0,0.71,0.21,0.82,1.11,1.26,0.65,0.0,0.01,0.26,1.01,11.95,0.0604053439307045,4,5,4,1,3,3.4,1.3564659966250538
CertifiedCopyAM,copie_43_123410_21.jpg,A,7,1.58,0.56,2.83,0.55,0.21,0.18,0.0,0.2,0.5,0.0,1.29,0.93,0.85,0.24,1.2,0.32,0.51,11.95,0.0642539636955698,5,5,4,5,3,4.4,0.8
CertifiedCopyAM,copie_42_22043_13.jpg,A,9,0.73,0.0,0.98,0.0,1.55,1.63,0.0,1.8,1.81,1.78,0.0,0.14,0.61,0.0,0.14,0.0,0.82,11.99,0.0553304545561624,2,4,5,4,5,4.0,1.095445115010332
CertifiedCopyAM,copie_59_117795_139.jpg,A,2,1.68,0.45,1.11,1.03,0.23,0.0,0.21,0.94,0.17,0.0,1.51,0.0,2.4,0.0,0.19,0.0,2.32,12.24,0.0633801407878429,3,3,2,3,4,3.0,0.6324555320336759
CertifiedCopyAM,copie_62_66321_104.jpg,A,9,1.03,1.97,0.92,1.51,0.0,0.0,0.0,0.3,0.11,0.41,1.29,1.78,0.8,0.0,0.47,0.0,2.01,12.6,0.06737090285834,2,4,3,2,4,3.0,0.8944271909999159
CertifiedCopyAM,copie_68_38417_87.jpg,A,2,0.0,0.0,0.0,1.24,0.62,0.9,1.1,1.71,0.0,1.06,1.13,0.35,0.0,0.0,0.27,4.32,0.0,12.7,0.0670028329124551,4,3,1,3,2,2.6,1.019803902718557
CertifiedCopyAM,copie_46_19129_12.jpg,A,5,0.59,0.0,0.78,0.0,1.73,0.33,0.0,2.82,3.29,1.79,0.0,0.13,0.0,0.18,1.09,0.0,0.59,13.32,0.0604558286537972,3,6,4,2,5,4.0,1.4142135623730951
CertifiedCopyAM,copie_73_74166_170.jpg,A,3,0.32,0.0,0.0,0.0,1.03,1.68,0.39,0.67,2.72,1.98,0.0,0.0,1.18,0.25,2.15,0.64,0.62,13.63,0.0731266074430915,5,3,6,4,5,4.6,1.0198039027185568
CertifiedCopyAM,copie_82_63809_15.jpg,A,8,0.02,0.0,0.0,0.0,1.56,3.4,0.1,1.57,2.57,2.37,0.0,0.0,0.0,0.87,0.92,0.28,0.0,13.659999999999998,0.0727724389467991,4,5,7,6,5,5.4,1.0198039027185568
CertifiedCopyAM,copie_75_17817_25.jpg,A,10,3.45,2.54,2.3,0.0,0.0,0.0,0.0,0.0,1.07,1.4,0.38,0.8,0.48,0.0,0.0,0.0,1.3,13.720000000000002,0.0812300469561527,1,1,2,2,2,1.6,0.4898979485566356
CertifiedCopyAM,copie_80_64857_495.jpg,A,10,0.56,0.0,0.0,0.17,1.61,2.09,0.02,1.71,2.63,1.59,0.0,0.93,0.96,1.16,0.51,0.0,0.0,13.94,0.0684128419624785,4,5,5,2,4,4.0,1.095445115010332
CertifiedCopyAM,copie_76_117795_149.jpg,A,5,1.6,3.24,0.41,1.11,0.0,0.0,0.0,0.56,0.63,0.0,1.16,0.63,0.44,0.3,1.42,0.56,2.23,14.29,0.0780225639274773,2,6,5,3,6,4.4,1.624807680927192
CertifiedCopyAM,copie_74_46403_16.jpg,A,3,1.07,3.43,0.0,0.38,0.03,0.0,0.16,1.14,0.18,0.0,0.69,0.05,0.0,0.0,2.57,2.7,2.13,14.529999999999998,0.0813237987462009,4,5,7,5,7,5.6,1.2
CertifiedCopyAM,copie_77_44785_2.jpg,A,5,0.0,0.0,0.0,0.29,2.04,0.0,0.0,2.76,4.06,3.48,0.0,0.0,0.0,0.0,2.31,0.0,0.0,14.94,0.0802233053898887,4,6,5,1,7,4.6,2.0591260281974
CertifiedCopyAM,copie_78_68369_346.jpg,A,7,0.0,0.0,1.01,0.0,1.69,2.64,0.16,1.58,2.82,2.15,0.0,0.0,0.0,1.52,0.46,0.09,1.24,15.36,0.0800199244686481,2,5,4,3,2,3.2,1.16619037896906
CertifiedCopyAM,copie_72_129369_37.jpg,A,7,0.92,0.11,3.69,0.86,0.39,0.0,0.0,1.04,0.88,0.31,0.98,0.19,2.08,0.0,1.2,0.0,2.73,15.38,0.0849546286955009,5,6,6,4,5,5.2,0.7483314773547882
CertifiedCopyAM,copie_67_16236_68.jpg,A,4,2.95,3.77,1.17,0.79,0.0,2.41,0.0,0.07,0.0,0.0,2.08,1.72,0.55,0.0,0.0,0.0,0.0,15.510000000000002,0.0947540286110335,1,1,1,3,1,1.4,0.8
CertifiedCopyAM,copie_81_127299_247.jpg,A,9,3.25,3.03,0.77,2.37,0.18,0.0,0.0,0.25,1.28,0.18,0.6,1.11,0.69,0.93,0.94,0.0,0.21,15.789999999999996,0.0909520666746014,3,6,5,4,6,4.8,1.16619037896906
CertifiedCopyAM,copie_69_78411_77.jpg,A,6,1.11,1.9,0.82,1.66,0.94,0.0,0.25,1.27,0.86,1.8,0.0,0.45,0.46,0.06,0.4,1.56,2.45,15.990000000000002,0.0811038092621481,3,2,3,2,3,2.6,0.4898979485566356
CertifiedCopyAM,copie_70_65377_589.jpg,A,6,1.34,2.15,1.7,0.36,0.0,0.0,0.0,0.81,0.22,0.88,1.45,2.33,2.22,0.0,1.25,0.45,2.03,17.19,0.0924773638093005,2,2,4,1,4,2.6,1.2
CertifiedCopyAM,copie_66_20649_82.jpg,A,9,0.0,0.0,2.07,0.0,2.71,0.0,1.01,2.38,3.42,2.16,0.0,0.0,0.5,0.0,1.83,0.97,0.82,17.869999999999997,0.0921976236061495,5,3,4,5,6,4.6,1.0198039027185568
CertifiedCopyAM,copie_79_74000_55.jpg,A,8,0.5,0.0,1.77,0.88,0.0,0.0,2.37,1.07,0.0,0.0,1.05,5.0,5.0,0.0,0.0,5.0,0.0,22.64,0.1580818552089305,2,3,1,3,5,2.8,1.32664991614216
CertifiedCopyAM,copie_71_71769_304.jpg,A,2,3.1,3.81,1.72,2.15,0.0,0.0,0.0,0.67,0.42,2.11,1.24,1.16,2.23,0.0,1.15,0.0,3.19,22.95,0.1369154615521238,5,4,2,2,5,3.6,1.3564659966250536
CertifiedCopyAM,copie_71_71769_304.jpg,A,2,3.1,3.81,1.72,2.15,0.0,0.0,0.0,0.67,0.42,2.11,1.24,1.16,2.23,0.0,1.15,0.0,3.19,22.95,0.1369154615521238,5,4,2,2,5,3.6,1.3564659966250536
CleanAM,clean_4_143193_40.jpg,A,7,0.53,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0037887273463558,6,4,3,2,2,3.4,1.4966629547095764
CleanAM,clean_3_62537_30_SUB.jpg,A,10,0.0,0.59,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.27,0.06,0.0,0.0,0.0,0.0,1.0,2.18,0.0109878679125991,2,2,1,1,2,1.6,0.4898979485566356
CleanAM,clean_17_126929_193.jpg,A,2,0.0,1.33,0.0,0.56,0.0,0.0,0.0,0.47,0.55,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0130287539717297,2,2,2,1,1,1.6,0.4898979485566356
CleanAM,clean_11_160187_91.jpg,A,9,0.44,0.14,0.07,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.55,0.0,0.64,0.0,0.05,0.0,0.39,3.0500000000000003,0.0151786058855917,1,4,2,2,1,2.0,1.095445115010332
CleanAM,clean_0_90569_85_SUB.jpg,A,3,0.34,1.21,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.06,0.28,0.53,0.0,0.0,0.0,0.0,0.43,3.39,0.0171678593916886,2,1,4,4,3,2.8,1.16619037896906
CleanAM,clean_13_42585_1.jpg,A,4,1.06,0.0,0.44,0.0,0.0,0.0,0.0,0.44,0.28,0.41,0.36,0.0,0.0,0.0,0.0,0.48,0.0,3.47,0.0152168916371848,1,2,4,5,2,2.8,1.469693845669907
CleanAM,clean_20_49281_39_SUB.jpg,A,1,0.0,0.0,0.74,0.0,0.01,0.0,1.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.03,0.0,3.49,0.0155652907625751,1,2,2,2,3,2.0,0.6324555320336759
CleanAM,clean_5_66026_3_SUB.jpg,A,5,1.1,0.0,0.8,0.0,0.1,0.0,0.68,0.11,0.23,0.95,0.0,0.0,0.53,0.0,0.0,0.0,0.0,4.5,0.0224419959431221,1,1,2,5,2,2.2,1.469693845669907
CleanAM,clean_10_16298_2.jpg,A,10,0.0,0.0,0.17,0.47,0.0,0.21,0.1,1.18,0.33,0.79,0.1,0.0,0.0,0.1,0.0,0.9,0.18,4.53,0.0167066851405916,3,4,4,6,2,3.8,1.32664991614216
CleanAM,clean_18_131409_73.jpg,A,4,0.28,0.25,0.0,0.0,0.0,0.45,0.46,0.0,0.06,0.5,1.21,0.0,1.36,0.0,0.01,0.38,0.0,4.96,0.0255103047914881,1,2,2,5,3,2.6,1.3564659966250538
CleanAM,clean_19_138657_112.jpg,A,5,0.05,0.12,0.0,0.37,0.0,0.88,1.0,1.46,0.68,0.0,0.01,0.0,0.27,0.0,0.15,0.0,0.0,4.99,0.0178528204526751,2,4,3,3,3,3.0,0.6324555320336759
CleanAM,clean_0_41169_112.jpg,A,5,0.67,0.48,0.19,0.0,0.2,0.0,0.0,0.82,0.01,0.0,0.21,0.0,0.87,0.0,0.12,1.52,0.0,5.09,0.02207931061348,1,2,3,3,2,2.2,0.7483314773547882
CleanAM,clean_15_148353_2.jpg,A,6,0.56,0.64,0.19,0.0,0.0,0.0,0.0,0.96,0.0,1.26,0.72,0.09,0.0,0.0,0.42,0.0,0.53,5.37,0.0224249168955738,2,1,2,1,5,2.2,1.469693845669907
CleanAM,clean_37_76609_32_SUB.jpg,A,9,0.54,0.13,0.35,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.21,0.0,1.06,2.38,0.0,5.5,0.0300104818543593,2,4,4,3,2,3.0,0.8944271909999159
CleanAM,clean_5_63673_66_SUB.jpg,A,6,0.0,0.0,0.0,0.29,0.89,0.0,0.0,1.02,1.47,0.0,0.0,0.0,0.64,0.0,1.22,0.0,0.0,5.529999999999999,0.0237505756069614,4,4,5,4,5,4.4,0.4898979485566356
CleanAM,clean_12_54809_1.jpg,A,10,0.84,1.17,1.52,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.88,0.08,0.15,0.0,0.18,0.0,0.18,5.56,0.0262206951169222,4,5,4,3,2,3.6,1.019803902718557
CleanAM,clean_33_81937_64.jpg,A,7,1.08,0.33,0.0,0.97,0.05,1.1,0.43,0.0,0.27,0.0,0.49,0.0,0.41,0.0,0.32,0.4,0.22,6.070000000000001,0.0307730385056784,4,4,5,2,3,3.6,1.019803902718557
CleanAM,clean_27_76297_69_SUB.jpg,A,10,1.75,0.0,0.21,0.42,0.0,0.0,0.0,0.45,0.0,0.0,0.68,0.0,1.04,0.0,0.0,1.74,0.0,6.290000000000001,0.0315989396146971,3,4,2,4,1,2.8,1.16619037896906
CleanAM,clean_21_29681_195.jpg,A,2,0.11,0.0,0.0,1.11,0.15,1.16,0.76,1.23,0.25,0.91,0.09,0.0,0.26,0.0,0.02,0.77,0.0,6.819999999999999,0.028698530388862,1,1,1,1,3,1.4,0.8
CleanAM,clean_2_131930_29.jpg,A,9,0.2,0.0,0.62,0.0,0.0,0.61,0.0,2.29,0.0,0.0,0.0,0.73,1.37,0.0,0.0,0.0,1.22,7.04,0.0247416800319604,2,3,3,2,2,2.4,0.4898979485566356
CleanAM,clean_54_97110_68_SUB.jpg,A,8,2.27,1.17,1.31,0.0,0.0,0.57,0.0,0.0,0.4,1.16,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7.390000000000001,0.0402497158958064,1,2,2,4,4,2.6,1.2000000000000002
CleanAM,clean_29_54449_29_SUB.jpg,A,10,0.75,1.04,1.67,0.13,0.0,0.0,0.0,0.53,0.0,0.0,1.09,0.86,0.71,0.0,0.0,0.01,0.64,7.43,0.0362023350629179,2,3,3,3,4,3.0,0.6324555320336759
CleanAM,clean_9_69305_110_SUB.jpg,A,3,0.15,0.0,1.51,0.0,0.27,0.81,0.8,2.79,0.0,0.0,0.31,0.0,0.0,0.0,0.26,0.0,0.57,7.47,0.024144530535753,1,1,4,4,4,2.8,1.469693845669907
CleanAM,clean_40_97481_95_SUB.jpg,A,3,1.59,1.01,1.26,0.0,0.41,0.22,0.0,0.02,0.43,0.31,0.0,0.0,0.0,0.0,1.14,1.14,0.0,7.5299999999999985,0.0395645685487058,2,3,3,3,6,3.4,1.3564659966250536
CleanAM,clean_1_156956_135.jpg,A,2,1.18,0.0,0.3,0.0,0.0,0.23,0.19,0.18,0.0,0.0,0.0,0.72,0.0,0.39,0.09,2.32,1.93,7.529999999999999,0.0407011474656491,2,3,3,3,3,2.8,0.3999999999999999
CleanAM,clean_16_156766_101.jpg,A,7,1.9,0.0,0.79,0.0,0.0,0.32,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.63,1.55,7.569999999999999,0.0410715881145802,5,4,4,3,3,3.8,0.7483314773547882
CleanAM,clean_33_88292_23_SUB.jpg,A,8,1.76,1.76,0.0,1.8,0.09,0.0,0.0,0.9,0.11,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.27,7.58,0.036897400829545,1,4,2,1,2,2.0,1.095445115010332
CleanAM,clean_7_114713_130.jpg,A,10,2.47,0.21,0.12,0.0,0.0,0.22,0.34,2.35,0.25,0.0,0.0,0.23,1.4,0.0,0.0,0.0,0.0,7.590000000000002,0.0292490691242582,1,2,1,1,1,1.2,0.4000000000000001
CleanAM,clean_58_14225_35.jpg,A,5,3.32,1.36,0.72,1.24,0.0,0.0,0.0,0.0,0.0,0.6,0.17,0.25,0.0,0.0,0.0,0.0,0.0,7.659999999999999,0.0448274444797755,2,2,4,4,3,3.0,0.8944271909999159
CleanAM,clean_41_126681_108.jpg,A,3,0.0,0.0,0.0,0.0,0.25,1.25,0.67,1.23,0.0,1.02,0.82,1.07,0.0,0.48,0.0,0.24,0.98,8.010000000000002,0.0350245515453142,3,1,5,1,4,2.8,1.6
CleanAM,clean_42_66026_61.jpg,A,9,2.63,2.78,0.0,1.15,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.53,0.62,0.04,8.129999999999999,0.0476617267924804,1,5,2,2,1,2.2,1.469693845669907
CleanAM,clean_22_130617_15.jpg,A,5,1.17,1.15,0.0,1.05,0.0,0.16,0.46,1.41,0.74,0.0,0.0,0.0,0.66,0.0,0.74,0.93,0.0,8.47,0.0364619856299935,2,1,2,5,5,3.0,1.6733200530681511
CleanAM,clean_52_147923_37.jpg,A,4,0.0,0.0,0.34,0.0,0.47,0.87,1.13,0.0,0.0,0.0,3.94,0.61,0.0,0.52,0.0,0.19,0.45,8.52,0.0513928321556889,1,4,3,3,2,2.6,1.019803902718557
CleanAM,clean_56_80419_99.jpg,A,10,0.13,0.16,0.0,0.9,0.43,0.0,0.29,0.47,0.0,0.0,1.66,1.26,0.0,0.0,0.83,2.22,0.25,8.6,0.0441659187306832,3,3,2,5,2,3.0,1.095445115010332
CleanAM,clean_26_154946_41.jpg,A,2,2.02,0.67,1.58,0.0,0.0,0.3,0.02,1.43,0.0,0.0,0.0,0.2,0.0,0.0,1.46,0.52,0.48,8.68,0.0392762140772577,2,2,1,1,3,1.8,0.7483314773547883
CleanAM,clean_25_69906_75_SUB.jpg,A,3,1.59,0.79,1.32,1.48,0.0,0.0,0.0,1.72,0.25,0.0,0.47,0.0,0.0,0.0,1.1,0.03,0.01,8.759999999999998,0.0375611713054123,1,3,4,5,5,3.6,1.4966629547095764
CleanAM,clean_29_89656_6_SUB.jpg,A,5,0.12,0.0,0.0,0.1,0.97,0.55,0.24,1.56,2.04,0.0,0.17,0.0,0.69,0.0,1.39,1.1,0.0,8.93,0.0394650008204659,4,7,4,3,6,4.8,1.469693845669907
CleanAM,clean_81_71325_114.jpg,A,6,2.38,0.02,2.2,0.82,0.0,1.06,0.49,0.58,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.18,0.0,8.930000000000001,0.0468470408001554,1,3,3,3,3,2.6,0.8000000000000002
CleanAM,clean_54_90761_87_SUB.jpg,A,2,2.25,1.09,0.73,0.58,0.0,0.0,0.0,1.29,0.88,1.18,0.0,0.92,0.04,0.0,0.0,0.09,0.0,9.05,0.0418641920252673,2,3,2,1,4,2.4,1.019803902718557
CleanAM,clean_24_90425_48_SUB.jpg,A,4,1.27,1.7,0.82,0.19,0.0,0.0,0.0,0.08,0.48,0.71,0.0,0.77,0.22,0.0,0.54,0.39,2.13,9.3,0.049471427153384,2,2,2,4,2,2.4,0.8
CleanAM,clean_59_91409_28_SUB.jpg,A,1,0.0,0.0,0.0,0.52,1.53,0.0,0.21,1.32,1.92,2.9,0.0,0.93,0.0,0.0,0.0,0.0,0.0,9.33,0.0463395409574749,4,5,5,4,5,4.6,0.4898979485566356
CleanAM,clean_36_113537_30.jpg,A,1,0.9,1.09,0.65,0.0,0.0,0.0,0.0,1.3,0.11,2.37,0.65,1.21,0.43,0.0,0.0,0.0,0.93,9.64,0.0450699378301854,1,3,3,2,4,2.6,1.019803902718557
CleanAM,clean_34_89097_61_SUB.jpg,A,1,2.71,2.06,0.0,0.19,0.0,0.0,0.0,1.95,0.77,0.63,0.0,0.45,0.71,0.0,0.0,0.0,0.26,9.73,0.0439820510011731,4,3,2,2,4,3.0,0.8944271909999159
CleanAM,clean_30_37929_96.jpg,A,8,1.0,0.33,0.0,0.33,0.69,0.0,0.0,1.74,0.0,0.0,2.41,1.11,0.11,0.0,0.7,0.56,0.91,9.89,0.043874969411241,2,3,2,1,5,2.6,1.3564659966250536
CleanAM,clean_39_80419_36.jpg,A,10,0.0,0.0,0.0,0.0,0.91,1.38,0.37,0.37,0.0,0.0,4.35,0.43,0.0,0.0,0.14,0.6,1.72,10.27,0.062068756657611,2,3,2,2,2,2.2,0.3999999999999999
CleanAM,clean_53_42585_54.jpg,A,1,1.43,1.15,0.25,0.03,0.57,0.28,0.0,1.03,0.44,1.11,0.39,0.0,1.45,0.0,1.1,1.07,0.0,10.3,0.0486707063066971,2,2,2,2,3,2.2,0.3999999999999999
CleanAM,clean_32_39169_40.jpg,A,6,0.68,0.94,0.97,0.32,0.01,0.01,0.0,0.2,0.0,0.89,1.2,1.84,1.0,0.26,0.0,0.0,2.3,10.619999999999996,0.056632972062614,2,1,3,3,4,2.6,1.019803902718557
CleanAM,clean_81_156956_3.jpg,A,7,1.48,0.0,2.7,1.58,0.0,0.0,0.35,0.0,0.0,0.0,1.1,1.14,0.0,0.0,0.31,2.01,0.0,10.67,0.0603765518742171,3,5,3,3,3,3.4,0.8000000000000002
CleanAM,clean_31_7113_69.jpg,A,7,0.24,0.2,1.48,0.0,0.0,1.09,0.79,1.49,0.3,0.32,0.0,0.23,1.26,0.0,0.73,0.85,1.78,10.76,0.0489712861472767,3,5,4,4,4,4.0,0.6324555320336759
CleanAM,clean_55_120961_43.jpg,A,1,0.0,0.0,0.0,1.01,0.51,1.8,0.55,0.97,0.0,0.0,1.65,1.37,1.51,0.0,0.1,0.74,0.55,10.760000000000002,0.0526110476480722,1,3,2,2,3,2.2,0.7483314773547882
CleanAM,clean_47_107573_114.jpg,A,9,0.62,1.03,0.11,0.0,0.06,0.0,0.45,0.96,0.0,0.0,2.14,0.21,0.0,1.31,1.27,1.97,0.96,11.09,0.055294672996885,2,2,4,4,4,3.2,0.9797958971132712
CleanAM,clean_38_151385_74.jpg,A,9,1.34,0.48,0.0,0.83,0.0,0.74,0.0,4.03,0.75,0.18,0.01,0.67,1.11,0.0,0.38,0.0,0.61,11.13,0.0364620775107562,1,4,3,2,1,2.2,1.16619037896906
CleanAM,clean_21_128833_51.jpg,A,4,0.0,0.0,0.16,0.0,0.51,1.32,1.55,1.62,0.0,0.48,0.96,1.75,0.44,0.82,0.0,1.06,0.64,11.310000000000002,0.0512997415336342,2,3,3,5,2,3.0,1.095445115010332
CleanAM,clean_44_108036_16.jpg,A,2,1.63,0.0,0.95,0.48,0.0,1.13,1.63,0.69,0.0,1.07,0.4,0.0,0.22,0.0,0.77,1.02,1.35,11.34,0.0565761042388278,3,3,4,4,4,3.6,0.4898979485566356
CleanAM,clean_61_121980_7.jpg,A,8,0.0,0.0,0.38,0.0,0.9,1.91,1.17,1.72,0.38,1.66,0.56,1.23,0.89,0.67,0.0,0.0,0.0,11.47,0.0520887693182643,4,3,5,4,4,4.0,0.6324555320336759
CleanAM,clean_60_138457_135.jpg,A,8,0.8,0.34,0.6,0.0,0.0,1.4,0.48,0.0,0.0,1.03,1.16,0.26,1.59,0.0,1.15,1.0,1.77,11.58,0.0616024999320611,4,3,1,1,2,2.2,1.16619037896906
CleanAM,clean_43_127201_66.jpg,A,5,0.0,0.0,0.0,0.0,0.09,1.45,2.25,1.19,0.0,0.0,1.34,1.9,0.0,1.54,0.6,1.25,0.0,11.61,0.0580045207908931,2,4,4,5,2,3.4,1.2
CleanAM,clean_48_119787_76.jpg,A,6,0.09,0.0,0.58,0.4,0.0,2.15,1.9,1.1,0.0,0.0,0.69,1.29,1.51,0.0,0.31,1.6,0.05,11.67,0.0581279840664126,3,2,4,2,4,3.0,0.8944271909999159
CleanAM,clean_28_121201_14.jpg,A,8,0.12,0.0,1.22,0.0,0.12,1.86,0.44,0.35,0.24,0.71,0.93,0.0,1.24,0.0,0.89,0.89,2.72,11.730000000000002,0.0627807322103512,1,3,1,2,4,2.2,1.16619037896906
CleanAM,clean_73_111977_88_SUB.jpg,A,3,1.38,2.01,0.0,2.47,0.0,0.0,0.0,0.01,0.87,1.59,0.17,0.0,1.18,0.0,0.87,1.21,0.0,11.759999999999998,0.0654364335927477,4,2,6,5,6,4.6,1.4966629547095764
